cname,cabr,ccode,year,formalconstit,writconstit,ineffect,cease,amend,amfrmlconv,amexec,amleg,amregprov,rat,ratfrmlconv,ratexec,ratleg,ratref,ratregprov,amyear,leg,legcham,lowcham,upcham,chamother,uppub,upselect,upexec,lowpub,lowselect,lowexec,proppub,propexec,propleg,execveto,legveto,removeexec,removeleg,execforce,exectax,execbudget,court,remove,life,courtexec,courtleg,centralbank,dirterm,bankpol,elecexec,elecleg,elecrefer,exleg,execindep,execappoint,milpm,milpres,milnone,legpm,legpres,legnone,callpm,callpres,callnone,schedexec,schedleg,schedboth,schedna,lpartynom,lprimary,lselfnom,lpetition,lexecnom,epartynom,eprimary,eselfnom,epetition,banned,banethnic,banrelig,bansys,banall,stateparty,suffage,suffgen,suffprop,suffparty,suffethrel,suffcrim,suffreg,suffother,election,electexec,electleg,electboth,legcompet,execcompet,electboy,electprot,postprot,legelig,execelig,estabcon_year,execpocketveto,id,estabcon,ceasedate,legelecdate,exelecdate,rattreaty,appelec,whoby,govstruct,regstruct,bankdir,electtime,elecperiod,reservedseat,reservedby,lelecsystem,eelect,eelectrules,parties,electpost,electdelay,protestpart,lastamend,timeineffect,constage,milother,legother,callother,gwno
Yugoslavia,YUG,345,2001,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,2,138,40,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,4,1,1,1,.a,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1992,No,345 2001,27apr1992,.c,.o,.a,1,1,1,3,1,2,3,1,3,.m,4,2,.a,3,.o,.o,.o,0,41,9,0,0,0,345
Yugoslavia,YUG,345,2002,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,2,138,40,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,4,1,1,1,.a,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1992,No,345 2002,27apr1992,.c,.o,.a,1,1,1,3,1,2,3,1,3,.m,4,2,.a,3,.o,.o,.o,1,42,10,0,0,0,345
Yugoslavia,YUG,345,2003,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,2,138,40,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,4,1,1,1,.a,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1992,No,345 2003,27apr1992,.c,.o,.a,1,1,1,3,1,2,3,.a,3,.m,4,2,.a,3,.o,.o,.o,2,43,11,0,0,0,345
Yugoslavia,YUG,345,2004,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,126,.f,.f,.f,.f,.f,0,1,0,0,1,1,.a,.a,1,.a,0,.a,.a,1,1,0,1,1,0,.i,.i,1,0,1,.a,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,.l,.l,.l,.l,.l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,2003,missing,345 2004,04feb2003,.c,.o,.a,3,2,.a,3,1,.i,.a,.a,3,.m,.l,2,.a,3,.o,.o,.o,3,44,1,0,0,0,345
Yugoslavia,YUG,345,2005,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,126,.f,.f,.f,.f,.f,0,1,0,0,1,1,.a,.a,1,.a,0,.a,.a,1,1,0,1,1,0,.i,.i,0,0,1,.a,0,0,0,0,1,0,0,1,.r,.r,.r,0,0,0,0,.l,.l,.l,.l,.l,.j,.j,.j,.j,.a,0,0,0,0,0,.r,.r,.r,.r,.r,.r,.r,.r,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,2003,missing,345 2005,04feb2003,.c,.o,.a,3,2,.a,3,1,.i,.a,.a,3,.m,.l,2,.j,3,.o,.o,.o,4,45,2,0,0,0,345
Yugoslavia,YUG,345,2006,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,126,.f,.f,.f,.f,.f,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,.i,.i,0,0,1,0,0,0,0,1,0,1,0,0,.r,.r,.r,0,0,0,0,.l,.l,.l,.l,.l,.j,.j,.j,.j,.a,0,0,0,0,0,.r,.r,.r,.r,.r,.r,.r,.r,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,2003,No,345 2006,04feb2003,.c,.o,.a,3,1,.h,3,1,.i,.a,1,2,1,.l,2,.j,.a,.o,.o,.o,5,46,3,0,0,0,345
Yugoslavia,YUG,345,2007,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,250,.f,.f,.f,.f,.f,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,6,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,.q,.a,.a,2006,No,345 2007,28oct2006,.c,21jan2007,.a,3,2,1,3,1,2,2,1,3,.m,3,1,1,3,3,.p,.p,6,47,1,0,0,0,345
Yugoslavia,YUG,345,2008,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,250,.f,.f,.f,.f,.f,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,6,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,.q,.a,.a,2006,No,345 2008,28oct2006,.c,11may2008,20jan2008,3,2,1,3,1,2,2,1,3,.m,3,1,1,3,3,.p,.p,7,48,2,0,0,0,345
Yugoslavia,YUG,345,2009,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,250,.f,.f,.f,.f,.f,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,6,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,2006,No,345 2009,28oct2006,.c,.o,.a,3,2,1,3,1,2,2,1,3,.m,3,1,1,3,.o,.o,.o,8,49,3,0,0,0,345
Yugoslavia,YUG,345,2010,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,250,.f,.f,.f,.f,.f,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,6,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,2006,No,345 2010,28oct2006,.c,.o,.a,3,2,1,3,1,2,2,1,3,.m,3,1,1,3,.o,.o,.o,9,50,4,0,0,0,345
Yugoslavia,YUG,345,2011,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,250,.f,.f,.f,.f,.f,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,6,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,2006,No,345 2011,28oct2006,.c,.o,.a,3,2,1,3,1,2,2,1,3,.m,3,1,1,3,.o,.o,.o,10,51,5,0,0,0,345
Yugoslavia,YUG,345,2012,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,250,.f,.f,.f,.f,.f,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,6,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,.q,57.8,57.7,2006,No,345 2012,28oct2006,.c,06may2012,06may2012,3,2,1,3,1,2,2,1,3,.m,3,1,1,3,3,.p,.p,11,52,6,0,0,0,345
Bosnia and Herzegovina,BOS,346,1993,1,1,1,0,.a,0,0,0,0,.a,0,0,0,0,0,.a,1,2,110,130,0,1,0,0,1,0,0,0,0,0,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,0,.i,.i,0,1,.a,.a,.a,.a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.j,.j,.j,.j,.a,0,0,0,0,.a,0,0,0,0,0,0,0,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1974,missing,346 1993,21feb1974,.c,.o,.a,1,.a,.a,.a,.a,.i,.a,.a,,,3,2,.j,.a,.o,.o,.o,,0,19,0,0,0,346
Bosnia and Herzegovina,BOS,346,1994,1,1,1,0,.a,0,0,0,0,.a,0,0,0,0,0,.a,1,2,110,130,0,1,0,0,1,0,0,0,0,0,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,0,.i,.i,0,1,.a,.a,.a,.a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.j,.j,.j,.j,.a,0,0,0,0,.a,0,0,0,0,0,0,0,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1974,missing,346 1994,21feb1974,.c,.o,.a,1,.a,.a,.a,.a,.i,.a,.a,,,3,2,.j,.a,.o,.o,.o,,1,20,0,0,0,346
Bosnia and Herzegovina,BOS,346,1995,1,1,1,0,.a,0,0,0,0,.a,0,0,0,0,0,.a,1,2,110,130,0,1,0,0,1,0,0,0,0,0,.a,0,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,0,.i,.i,0,1,.a,.a,.a,.a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.j,.j,.j,.j,.a,0,0,0,0,.a,0,0,0,0,0,0,0,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1974,missing,346 1995,21feb1974,.c,.o,.a,1,.a,.a,.a,.a,.i,.a,.a,,,3,2,.j,.a,.o,.o,.o,,2,21,0,0,0,346
Bosnia and Herzegovina,BOS,346,1996,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,6,1,1,1,1,.a,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,.q,46.1,60.3,1995,No,346 1996,01dec1995,.c,14sep1996,14sep1996,1,1,5,3,1,1,.a,1,2,1,3,1,2,3,3,.p,.p,0,3,1,0,0,0,346
Bosnia and Herzegovina,BOS,346,1997,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,6,1,1,1,1,.a,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1995,No,346 1997,01dec1995,.c,.o,.a,1,1,5,3,1,1,.a,1,2,1,3,1,2,3,.o,.o,.o,1,4,2,0,0,0,346
Bosnia and Herzegovina,BOS,346,1998,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,6,1,1,1,1,.a,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,.q,70.7,70.7,1995,No,346 1998,01dec1995,.c,.a,13sep1998,1,1,5,3,1,1,.a,1,2,1,3,1,2,3,3,.p,.p,2,5,3,0,0,0,346
Bosnia and Herzegovina,BOS,346,1999,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,6,1,1,1,1,.a,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1995,No,346 1999,01dec1995,.c,.o,.a,1,1,5,3,1,1,.a,1,2,1,3,1,2,3,.o,.o,.o,3,6,4,0,0,0,346
Bosnia and Herzegovina,BOS,346,2000,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,6,1,1,1,1,.a,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,.q,63.7,.a,1995,No,346 2000,01dec1995,.c,11nov2000,.a,1,1,5,3,1,1,.a,1,2,1,3,1,2,3,3,.p,.p,4,7,5,0,0,0,346
Bosnia and Herzegovina,BOS,346,2001,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,6,1,1,1,1,.a,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1995,No,346 2001,01dec1995,.c,.o,.a,1,1,5,3,1,1,.a,1,2,1,3,1,2,3,.o,.o,.o,5,8,6,0,0,0,346
Bosnia and Herzegovina,BOS,346,2002,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,6,1,1,1,1,.a,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,.q,55.5,55.5,1995,No,346 2002,01dec1995,.c,05oct2002,05oct2002,1,1,5,3,1,1,2,1,2,1,3,1,2,3,3,.p,.p,6,9,7,0,0,0,346
Bosnia and Herzegovina,BOS,346,2003,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,6,1,1,1,1,.a,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1995,No,346 2003,01dec1995,.c,.o,.a,1,1,5,3,1,1,2,1,2,1,3,1,2,3,.o,.o,.o,7,10,8,0,0,0,346
Bosnia and Herzegovina,BOS,346,2004,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,6,1,1,1,1,.a,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1995,No,346 2004,01dec1995,.c,.o,.a,1,1,5,3,1,1,.a,1,2,1,3,1,2,3,.o,.o,.o,8,11,9,0,0,0,346
Bosnia and Herzegovina,BOS,346,2005,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,6,1,1,1,1,.a,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1995,No,346 2005,01dec1995,.c,.o,.a,1,1,5,3,1,1,.a,1,2,1,3,1,2,3,.o,.o,.o,9,12,10,0,0,0,346
Bosnia and Herzegovina,BOS,346,2006,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,6,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,.q,54.86,54.86,1995,No,346 2006,14dec1995,.c,01oct2006,01oct2006,2,1,5,3,1,4,2,1,2,2,3,1,2,3,3,.p,.p,10,13,11,0,0,0,346
Bosnia and Herzegovina,BOS,346,2007,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,6,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1995,No,346 2007,14dec1995,.c,.o,.a,2,1,5,3,1,4,2,1,2,2,3,1,2,3,.o,.o,.o,11,14,12,0,0,0,346
Bosnia and Herzegovina,BOS,346,2008,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,6,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1995,No,346 2008,14dec1995,.c,.o,.a,2,1,5,3,1,4,2,1,2,2,3,1,2,3,.o,.o,.o,12,15,13,0,0,0,346
Bosnia and Herzegovina,BOS,346,2009,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,2,42,15,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,6,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1995,No,346 2009,14dec1995,.c,.o,.a,2,1,5,3,1,4,2,1,2,2,3,1,2,3,.o,.o,.o,13,16,14,0,0,0,346
Bosnia and Herzegovina,BOS,346,2010,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,6,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,.q,56.28,56.28,1995,No,346 2010,14dec1995,.c,03oct2010,03oct2010,2,1,5,3,1,4,2,1,2,2,3,1,2,3,3,2,1,0,17,15,0,0,0,346
Bosnia and Herzegovina,BOS,346,2011,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,6,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1995,No,346 2011,14dec1995,.c,.o,.a,2,1,5,3,1,4,2,1,2,2,3,1,2,3,.o,.o,.o,1,18,16,0,0,0,346
Bosnia and Herzegovina,BOS,346,2012,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,42,15,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,6,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1995,No,346 2012,14dec1995,.c,.o,.a,2,1,5,3,1,4,2,1,2,2,3,1,2,3,.o,.o,.o,2,19,17,0,0,0,346
Slovenia,SLV,349,1992,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,2,90,40,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,.a,1,1,0,1,1,1,6,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,.q,85.5,.a,1991,Yes,349 1992,23dec1991,.c,06dec1992,06dec1992,3,1,.a,1,3,3,3,1,2,1,4,1,1,3,3,.p,.p,0,0,1,0,0,0,349
Slovenia,SLV,349,1993,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,2,90,40,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,.a,1,1,0,1,1,1,6,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1991,Yes,349 1993,23dec1991,.c,.o,.a,3,1,.a,1,3,3,3,1,2,1,4,1,1,3,.o,.o,.o,1,1,2,0,0,0,349
Slovenia,SLV,349,1994,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,2,90,40,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,.a,1,1,0,1,1,1,6,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1991,Yes,349 1994,23dec1991,.c,.o,.a,3,1,.a,1,3,3,3,1,2,1,4,1,1,3,.o,.o,.o,2,2,3,0,0,0,349
Slovenia,SLV,349,1995,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,2,90,40,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,.a,1,1,0,1,1,1,6,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1991,Yes,349 1995,23dec1991,.c,.o,.a,3,1,1,1,3,3,3,1,2,1,4,1,1,3,.o,.o,.o,3,3,4,0,0,0,349
Slovenia,SLV,349,1996,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,2,90,40,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,.a,1,1,0,1,1,1,6,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,.q,73.7,.a,1991,Yes,349 1996,23dec1991,.c,10nov1996,.a,3,1,1,1,3,3,3,1,2,1,4,1,1,3,3,.p,.p,4,4,5,0,0,0,349
Slovenia,SLV,349,1997,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,2,90,40,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,.a,1,1,0,1,1,1,6,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,.a,.a,0,0,.q,.a,71.2,1991,Yes,349 1997,23dec1991,.c,.a,23nov1997,3,1,1,1,3,3,3,1,2,1,4,1,1,3,3,.p,.p,5,5,6,0,0,0,349
Slovenia,SLV,349,1998,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,2,90,40,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,.a,1,1,0,1,1,1,6,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1991,Yes,349 1998,23dec1991,.c,.o,.a,3,1,1,1,3,3,3,1,2,1,4,1,1,3,.o,.o,.o,0,6,7,0,0,0,349
Slovenia,SLV,349,1999,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,2,90,40,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,.a,1,1,0,1,1,1,6,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1991,Yes,349 1999,23dec1991,.c,.o,.a,3,1,1,1,3,3,3,1,2,1,4,1,1,3,.o,.o,.o,1,7,8,0,0,0,349
Slovenia,SLV,349,2000,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,2,90,40,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,.a,1,1,0,1,1,1,6,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,.q,70.40000000000001,.a,1991,Yes,349 2000,23dec1991,.c,15oct2000,.a,3,1,1,1,3,3,3,1,2,1,4,1,1,3,3,.p,.p,2,8,9,0,0,0,349
Slovenia,SLV,349,2001,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,2,90,40,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,.a,1,1,0,1,1,1,6,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.o,.o,.o,.a,.a,.o,.o,.o,.o,.o,1991,Yes,349 2001,23dec1991,.c,.o,.a,3,1,1,1,3,3,3,1,2,1,3,1,1,3,.o,.o,.o,0,9,10,0,0,0,349
Slovenia,SLV,349,2002,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,2,90,40,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,.a,1,1,0,1,1,1,6,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,.a,.a,0,0,.q,.a,65.24,1991,Yes,349 2002,23dec1991,.c,.a,10nov2002,3,1,1,1,3,3,3,1,2,1,3,1,1,3,3,.p,.p,1,10,11,0,0,0,349
