"Data Source","World Development Indicators",

"Last Updated Date","2021-02-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Bahrain","BHR","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","13.0299628702185","14.4642994094639","17.0192588269624","18.1216177727143","20.5788287368063","22.7805695142379","27.2196479916354","24.3766680552508","24.3660656562029","24.5542713567839","24.2140342052314","23.3911390217203","23.8580385132109","22.272797013246","21.0184378991861","20.8465954736108","20.2371102400344","19.4822594779768","20.7646982925466","20.815425620222","16.2088242630552","17.2604850298514","17.6690249392874","17.3159819698232","15.43849075531","14.0567332418424","12.7112200856881","12.0997787155712","11.2930187332554","13.9782278252058","12.9275490034846","13.8359519408503","15.4423123163123","15.552226265321","16.1252626698891","17.6852499006427","17.1111395297991","16.6264561625534","16.3219220559794","","",
"Bahamas, The","BHS","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","15.3295932678822","15.4252763094666","12.6162473577604","12.506552834569","13.8310550297932","13.2357599949313","13.7349953831948","12.9342021459017","12.4574487205347","12.1375126390293","12.0265295514565","","13.5620509470934","12.8591282375237","14.1612774656398","13.7430041814088","12.8716041397154","14.8106781221233","13.8874307378244","14.3216957605985","10.0357528630716","9.52406039905052","9.18157126552115","9.2540429172646","9.64674680776116","9.52916060514618","9.72143461903994","10.0239749361975","9.75173339297696","10.238756792643","10.0976235456766","11.1846855405662","12.6728618427643","12.5171359065588","13.7590673703757","13.0879156755748","12.7190492411339","12.0522697001332","12.3424531201967","11.5890514314457","12.6309974621118","12.1132536226876","14.1978672636757","",
"Bosnia and Herzegovina","BIH","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5066760726431","24.2950134436401","21.7014667843967","21.6097265893873","20.8798729035911","21.0804715427749","22.081406525955","23.4615251232735","23.1270958791053","23.0899908666232","23.3654301939044","22.8257782270228","22.8610449834806","21.9980801043644","20.9630937993864","20.2778905577492","19.76953348122","19.4788404042447","",
"Belarus","BLR","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.7875288683603","22.2222222222222","15.2173913043478","18.4771573604061","20.5136851570842","20.5497392980404","20.5516083799436","20.3219474961154","19.8646749107398","19.5036522690862","19.4785302940726","21.5527682668344","21.0292941775096","21.3793046864744","20.6031789213431","20.785312392899","19.2073624585262","18.5231764837859","16.5249771170222","16.1000708699266","16.0213954939935","13.4483555468763","13.5666972902762","13.4298113058447","13.7542695534472","14.9217643769907","15.6531401067942","15.652843263526","15.7394924938501","15.8514062342509","",
"Belize","BLZ","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","15.4587849908617","16.5006679720073","18.7778049704163","18.8332528648611","17.8452779850703","19.02438176633","18.4673414863786","16.0928334558493","14.9431231897869","13.7020563625617","12.978753003998","13.0868640601996","13.5234006851278","14.8402653707434","15.2866068235973","14.2812337335223","14.1408467129977","14.5307985374308","14.3324792601138","13.5033640395769","12.9085571780542","13.1449357977774","14.4234581914491","14.7233045246568","14.0451181813858","14.6092827004219","14.2614841135396","15.2612378106323","15.5734080734081","16.1413231610112","16.1775196049956","15.7013109255203","15.4429181167509","15.528314549829","15.3638802020688","15.5991704374057","16.8056250352093","16.6367363606664","17.4916524155622","17.4916243423648","",
"Bermuda","BMU","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8163449807869","14.0446443521471","14.1060125540357","13.6558354506418","12.8349164357651","12.5031463477346","12.1305912496553","11.6269288561301","11.692006274908","11.9946879476566","",
"Bolivia","BOL","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","8.6403215003349","9.23645320197044","9.23596771165759","9.64086471408647","9.50023209036051","11.5181058495822","11.622641509434","10.8809444258826","10.5769230769231","10.4491126403477","9.70038073166694","10.3334357713583","10.1614832535885","9.85280151946819","9.39418455241993","10.4804854732117","10.8456655752099","11.7279075889193","12.6871625754634","15.067065735506","13.5135135135135","13.1944444444444","11.731843575419","8.9968152866242","13.3095570372668","10.5612981043531","9.44995832549595","11.188321369664","11.3865161260469","11.940658769649","11.7554815291402","12.0747310492591","12.8705016251926","13.3704368323947","13.5679063459267","13.5726201085383","13.3272665510055","13.9035290335436","14.2188707156496","14.7978924821168","14.5392995429176","15.7241301024253","15.9678900985173","16.5211421234038","16.2585365062674","15.9745575839224","14.3542327093529","14.0586525577885","13.277374463191","14.708765111562","13.8312184463967","13.7771015435965","13.4396269828229","13.8415143238472","14.7070466305083","17.4952582055853","17.458252194001","17.0216400452702","17.5256446701758","18.1430920033366","",
"Brazil","BRA","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","14.1041493442962","14.6447410701511","11.6747800219492","12.8841447701273","11.7133119807703","10.8725993337223","11.1502716867255","11.5379421311238","11.1329005062325","10.814708261101","11.3246527269795","11.0226400454096","10.7529260267313","10.4453941865911","9.74323820334986","10.6375240633368","10.5208152880654","9.43555428163941","9.6553512684355","9.7406333301681","9.19810304233671","9.31844600809667","10.005735337213","9.66074437458691","8.28479429422943","9.86933499207352","10.6740955006695","12.1635908857337","12.5918983628166","15.4991373289569","19.2920567627554","17.8996782005772","17.0630311963889","17.6640194913084","15.8317941934019","20.9279248587451","19.7508265161778","19.5352947982055","20.0705315848897","19.782690769704","18.7678457444131","19.3432950140464","19.8096623456372","19.0774784933715","18.4675839197143","18.890001423066","19.0389169374901","18.9429876148938","18.8393928751789","19.6506384048096","19.0168578433479","18.6692612000646","18.530103265791","18.8924602451901","19.1535387119431","19.7768366354575","20.3792974302828","20.1685198605749","20.0849130898821","20.2825655903537","",
"Barbados","BRB","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","16.5859428561582","17.3287508915498","17.3185971283121","17.0565145254336","15.5974189720389","12.6817288801572","14.3328871039714","14.0538231524989","13.9219629927595","14.3078626799557","16.0952380952381","15.0594282043045","14.5128354725788","14.73669775096","15.2193308550186","14.1932295527551","13.3513779527559","12.1819110884006","12.4939759036145","12.1215622833372","12.332361516035","13.2961716449306","12.9930348258706","13.4239322273209","12.9964628600303","13.5397940840007","13.7714846947127","14.6386608723644","19.3394609752298","17.6701988677602","16.6972116769211","14.5074096028453","13.0140768078733","13.3220647857889","15.8575333109394","15.4258730684327","15.4681095008052","15.2150498915401","14.7909108402822","14.3475034600234","13.6357444326617","13.4281221532091","12.1555986339896","11.8167482551853","11.3260174697639","",
"Brunei Darussalam","BRN","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","17.2769665927681","17.2899220329194","9.27163618782173","7.49976341440333","4.25801775684001","3.85429138442866","8.30048514251061","4.3796411729633","5.52298504191551","9.45358756262386","","","","","","24.3020327388054","22.0184923993105","22.5801407349492","23.3308877476156","25.8365993367501","27.0222649367291","26.7511177347243","25.2183557465687","25.1652196449397","29.8672566371681","28.6135693215339","25.8143719339021","29.3985595498529","27.1697936773804","24.0677854177388","22.0528860999868","18.408700104511","18.0617586059322","22.6204729528401","17.140980198942","23.2876185839744","22.1508828250401","18.7272025061151","18.4393897092207","20.1643182119352","21.4184161450544","25.0616762290471","26.2227178054356","26.4772123933436","24.1412808043276","25.0403962194955","",
"Bhutan","BTN","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","22.8903593382659","19.2652093675133","19.8120005212508","20.4323919020245","23.5540957088547","23.7336413293618","18.5823297390641","14.0257754633714","12.6146681024233","19.6263767518132","14.9163450222614","17.8524873469111","18.6936883788606","16.4309163620348","14.8674902267441","11.9301705394731","20.809414600545","21.9285257542216","19.5400719322314","18.1404216722507","22.7044036921197","22.2319211661753","21.2904642952202","21.0388220410589","21.4978822630346","22.511058772787","21.8051389698248","19.5719394799988","19.4184465134807","21.9009729858447","20.4679361687669","20.5548640568032","19.6363028891349","17.7571990426625","17.35050125803","18.2562043383666","17.2750438209532","16.8042625798009","17.1169027937557","18.2953222325532","",
"Botswana","BWA","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","18.135720574745","19.4435112458697","20.9110968640238","22.2442433184324","23.510119029672","25.609756097561","26.2872628726287","25.8029227458115","23.6842105263158","20.7020702070207","18.7817258883249","16.3546255506608","13.3359559402046","14.5175568014163","17.2156768453955","18.9796306872263","21.3910355486862","23.1558185404339","21.1269045914715","19.4103561807842","21.3389121338912","24.8080133555927","26.0513851011913","25.8467161799588","25.01163837249","22.982625710177","23.96728954106","26.8964994696166","23.8895322387195","22.6641774830813","24.1366353059618","24.2285857667095","26.3577544324924","27.9966727197243","28.6236510240848","30.0544448002928","26.1937709821346","28.1823241196434","30.0691562932227","27.4109473451781","24.9027290058887","23.4866322167786","22.3791259879126","22.0087160576493","20.5323439366629","19.4007450572658","17.0378523144023","17.5947805481447","20.3512591725774","21.0895434476663","19.7565054772666","18.4867085750109","19.2914268767361","18.5483071902364","19.9341711696188","20.5774650601316","18.1942572263909","18.4284314702384","18.2035725179393","18.4286501479432","",
"Central African Republic","CAF","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","19.2727184145465","19.2053010065348","20.3278663198068","19.5583591278648","22.4137898186687","22.2222195121951","21.39175","22.0843622828784","20.0105965584134","20.0479581961591","20.0881471956782","18.9288884777415","18.9503350949702","19.5222723644682","19.9309088309617","17.1284111267617","13.5432088928683","12.3562940971371","14.0803486708568","15.6304696493159","15.1425190089695","14.9894076270064","15.9007668165096","16.8924061576793","14.2447067139079","15.1284921952412","15.5874096545194","17.4631935324789","16.1320033550278","15.800972476971","15.3797912072504","16.6300792398737","17.1265884090623","15.2500807781211","16.4836978602384","14.9132906447296","12.9066062055561","11.854070023441","11.4603028301176","16.9832365235767","16.284531790337","14.0101371633625","13.8293755305992","10.357838835437","10.4326000330075","8.70797373464736","6.85806710112307","6.36686672722155","7.05239241446022","7.18439002916867","7.63618270005339","7.14770875692839","10.9198859827975","17.3592051258419","15.5309338184523","14.776798538189","14.408108617903","14.0670343149476","14.2027423022207","14.9854306988079","",
"Canada","CAN","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","16.4553286378929","16.3655820274212","16.4191630630327","16.4084964974058","16.3596779472724","17.1550422575225","18.4224958033385","19.1511520921517","19.7043057824436","21.239592115339","21.3936226355102","21.3184332516675","20.6418714415567","20.9899679439736","22.5376677568752","22.2668986154092","22.7363284106229","22.1929502602688","21.4638427880054","21.5609553248423","21.4741188872334","23.0328900931554","22.7550745667646","22.118750312335","22.1408422426341","22.1847649918963","21.5961505509454","21.2057636038379","21.4502874327754","22.6999539680547","24.1032930856214","24.5271424361644","23.9640186514246","22.7487533359426","21.7277281648498","20.8286125343194","19.9191282221485","19.9052592833633","19.3872715434593","19.1701976536285","19.5782570001885","19.8491406126519","19.9666164660642","19.4837809190199","19.1370953855534","19.3050964108867","19.3010374113777","19.7685554620512","22.0202058869504","21.52604096789","21.195340811629","21.0578451788387","20.7043347111761","20.266560128167","20.8778251262785","21.0480401948524","20.7438955643039","20.9452410587736","21.166485378132","",
"Central Europe and the Baltics","CEB","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3760283136545","18.8010341647693","18.5246925234118","18.4655235536468","19.2299934972285","19.0734301044752","18.982996947155","19.0636627169063","19.5987415524586","18.7219450954858","18.7441138097126","18.7014773867079","18.04896319465","18.5152421987303","19.2835934786535","19.1605244583729","18.2901128583583","18.0969003157395","18.1844734083223","18.181794195732","17.9229443151765","18.0183087711707","17.9520257903528","18.1668809756749","18.517035813484","",
